,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,5,"SJ","R018.680"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",4,8/28/1996,1445,926505841," other. viol. ","clear","day","dry","normal","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,5,"SJ","R018.680"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",4,8/28/1996,1445,926505841," other. viol. ","clear","day","dry","normal","D"," sideswipe ",2," semi w/ 2 trailers ","N"," on sr "," unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," change lanes ","A unk ",,,,
10,5,"SJ","R018.980"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",6,1/26/1996,1545,926505841," other. viol. ","clear","day","dry","normal","D"," sideswipe ",2," pickup ","N"," on sr "," unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,5,"SJ","R018.980"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",6,1/26/1996,1545,926505841," other. viol. ","clear","day","dry","normal","D"," sideswipe ",2," pickup ","N"," on sr "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," change lanes ","A unk ",,,,
10,5,"SJ","R019.020"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",1,7/7/1996,935,926510313," other. viol. ","clear","day","dry","normal","D"," hit object ",2," car ","N"," on sr "," unk ",0,0," dike or curb  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,5,"SJ","R019.020"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",1,7/7/1996,935,926510313," other. viol. ","clear","day","dry","normal","D"," hit object ",2," pickup ","N"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","G unk ",,,,
10,5,"SJ","R019.280"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",2,9/9/1996,1958,926513205," imp. turn ","clear","dark w/lights ","dry","normal","D"," hit object ",1," car ","N"," on sr "," unk ",0,0," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,1,,
10,5,"SJ","R019.550"," div. hwy ","F","K","Z",3,3,"UI","H"," n/a ","N",2,7/22/1996,15,926513258," speeding ","clear","dark","dry","normal","D"," hit object ",1," car ","N"," on sr "," unk ",0,0," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," none  unk "," off road ","A unk ",1,1,,
10,5,"SJ","R019.610"," div. hwy ","F","Q","G",3,3,"UI","H"," n/a ","N",4,8/14/1996,940,926513385," speeding ","clear","day","dry","normal","D"," hit object ",1," car ","N"," on sr "," unk ",0,0," oth. obj on rd  int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,5,"SJ","R019.630"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",3,4/16/1996,1020,926509836," other. viol. ","cloudy","day","wet"," unk ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," other  unk "," change lanes ","G unk ",1,1,,
10,5,"SJ","R019.630"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",3,4/16/1996,1020,926509836," other. viol. ","cloudy","day","wet"," unk ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,5,"SJ","R020.060"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",4,3/6/1996,1036,926505271," other. viol. ","clear","day","dry","normal","D"," other ",2," car ","N"," on sr "," unk ",0,1,"V3 left lane "," over embankment  beyond median or stripe left "," fence  beyond median or stripe left "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,5,"SJ","R020.060"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",4,3/6/1996,1036,926505271," other. viol. ","clear","day","dry","normal","D"," other ",2," semi ","N"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,
10,5,"SJ","R020.060"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",4,3/6/1996,1036,926505271," other. viol. ","clear","day","dry","normal","D"," other ",2," spilled load "," unk "," on sr "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk "," other "," unk ",,,,
10,5,"SJ","R020.080"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",3,10/22/1996,1640,926513465," imp. turn ","clear","day","dry","normal","D"," roll-over ",1," car ","N"," on sr "," unk ",0,1," rollover  int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,,1,
10,5,"SJ","R020.400"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",1,2/18/1996,210,926512056," other. viol. ","cloudy","dark w/lights ","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","B unk ",1,1,,
10,5,"SJ","R020.400"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",1,2/18/1996,210,926512056," other. viol. ","cloudy","dark w/lights ","dry","normal","D"," rear-end ",2," pickup ","N"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","G unk ",,,,
10,5,"SJ","R020.720"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",5,2/22/1996,1825,926505841," sleeping ","clear","dark w/lights ","dry","normal","D"," hit object ",2," car ","N"," on sr "," unk ",0,0," cut slope or embankment  beyond shoulder drivers right ","V2 int. lanes "," guardrail  beyond shoulder drivers right "," n/a  n/a "," speeding  unk "," off road ","AI",1,1,,
10,5,"SJ","R020.720"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",5,2/22/1996,1825,926505841," sleeping ","clear","dark w/lights ","dry","normal","D"," hit object ",2," car ","N"," on sr "," unk ",0,0," n/a  n/a ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,5,"SJ","R020.940"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",2,6/10/1996,1445,926513122," speeding ","clear","day","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",1,1,,
10,5,"SJ","R020.940"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",2,6/10/1996,1445,926513122," speeding ","clear","day","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",,,,
10,5,"SJ","R020.940"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",3,6/25/1996,420,926510215," imp. turn ","cloudy","dark w/lights ","dry","normal","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,1,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," vision obscured  unk "," unsafe turn ","A unk ",1,,1,
10,5,"SJ","R020.940"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",3,6/25/1996,420,926510215," imp. turn ","cloudy","dark w/lights ","dry","normal","D"," sideswipe ",2," semi w/ 2 trailers ","N"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,5,"SJ","R021.304"," div. hwy ","F","J","Z",3,3,"UO","R",4,"N",5,10/31/1996,1610,926514182," no yield ","clear","day","dry","normal","A"," t-bone ",2," car ","N"," on sr "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,5,"SJ","R021.304"," div. hwy ","F","J","Z",3,3,"UO","R",4,"N",5,10/31/1996,1610,926514182," no yield ","clear","day","dry","normal","A"," t-bone ",2," car ","W"," not on sr "," unk ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,5,"SJ","R022.210"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",5,8/22/1996,301,926513671," other. viol. ","clear","dark w/lights ","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,5,"SJ","R022.210"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",5,8/22/1996,301,926513671," other. viol. ","clear","dark w/lights ","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","A unk ",,,,
10,5,"SJ","R022.310"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",2,1/29/1996,425,926512306," speeding ","clear","dark","dry","normal","D"," rear-end ",2," pickup ","N"," on sr "," unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",1,1,,
10,5,"SJ","R022.310"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",2,1/29/1996,425,926512306," speeding ","clear","dark","dry","normal","D"," rear-end ",2," car ","N"," on sr "," unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,5,"SJ","R022.450"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",6,9/6/1996,1635,926513595," imp. turn ","clear","day","dry"," obstr. in rd. ","D"," hit object ",2," car ","N"," on sr "," unk ",0,0," oth. obj on rd  left lane "," rollover beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,5,"SJ","R022.450"," div. hwy ","F","J","Z",3,3,"UO","H"," n/a ","N",6,9/6/1996,1635,926513595," imp. turn ","clear","day","dry"," obstr. in rd. ","D"," hit object ",1," car ","N"," on sr "," unk ",0,0," n/a  n/a "," oth. obj on rd  left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,34,10,0
