,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury ","fatal"
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," pickup ","E"," on sr. "," unk ",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","G unk ",1,1,,
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," car ","E"," on sr. "," unk ",0,0," n/a  n/a ","V3 right lane ","V1 right lane "," n/a  n/a "," none  unk "," stopped ","A unk ",,,,
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," car ","E"," on sr. "," unk ",0,0," n/a  n/a ","V5 right lane ","V2 right lane "," n/a  n/a "," none  unk "," stopped ","A unk ",,,,
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," car ","E"," on sr. "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," change lanes ","G unk ",,,,
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," car ","E"," on sr. "," unk ",0,0,"V6 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R005.990","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,11/24/1997,1710,926513881," oth. viol. ","clear"," dark ","dry"," normal ","D"," rear-end ",6," car ","E"," on sr. "," unk ",0,0,"V5 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,
10,120,"SJ","R004.510","D","F","J","Z",2,2,"UI","H"," n/a ","E",3,11/25/1997,735,926509665," imp. turn ","fog","day","wet"," normal ","D"," sideswipe ",2," car ","E"," on sr. "," unk ",0,1,"V2 right lane "," roll-over beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," inattention  unk "," off road ","A unk ",1,,1,
10,120,"SJ","R004.510","D","F","J","Z",2,2,"UI","H"," n/a ","E",3,11/25/1997,735,926509665," imp. turn ","fog","day","wet"," normal ","D"," sideswipe ",2," car ","E"," on sr. "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R003.910","D","F","J","Z",2,2,"UO","H"," n/a ","E",1,11/30/1997,150,926513960," imp. turn ","rain "," dark ","wet"," normal ","D"," hit obj. ",1," car ","E"," on sr. "," unk ",0,0," other obj off rd  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," off road ","A unk ",1,1,,
10,120,"SJ","R002.060","D","F","J","Z",2,2,"RO","H"," n/a ","E",1,12/14/1997,2240,926513983," oth. viol. ","clear"," dark ","wet"," normal ","D"," sideswipe ",2," car ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","A unk ",1,1,,
10,120,"SJ","R002.060","D","F","J","Z",2,2,"RO","H"," n/a ","E",1,12/14/1997,2240,926513983," oth. viol. ","clear"," dark ","wet"," normal ","D"," sideswipe ",2," pickup ","E"," on sr. "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R004.110","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,12/15/1997,615,926513749," sleeping ","cloudy"," dark w/lights ","dry"," normal ","D"," hit obj. ",1," car ","E"," on sr. "," unk ",0,1," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," unsafe turn ","AI",1,,1,
10,120,"SJ","R001.188","D","F","K","Z",2,2,"RO","R",1,"E",1,12/21/1997,2305,926513960," imp. turn ","clear"," dark ","dry"," normal ","D"," hit obj. ",1," car ","E"," on sr. "," unk ",0,1," other obj off rd  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,120,"SJ","R002.670","D","F","J","Z",2,2,"RO","H"," n/a ","W",5,12/25/1997,2500,926510313," imp. turn ","clear"," dark ","dry"," normal ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," over embankment  beyond shoulder drivers right "," cut slope, embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," off road ","G unk ",1,1,,
10,120,"SJ","R000.500","D","F","K","Z",2,2,"RO","H"," n/a ","W",6,12/26/1997,2335,926514199," oth. viol. ","clear"," dark w/lights ","dry"," normal ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," dike or curb  gore area "," traffic sign/sign post  gore area "," guardrail  beyond shoulder drivers right "," ditch  beyond shoulder drivers left "," none  unk "," merging ","A unk ",1,1,,
10,120,"SJ","R001.300","D","F","K","Z",2,2,"RO","H"," n/a ","W",2,1/12/1998,1400,926513465," speeding ","rain ","day","wet"," normal ","D"," rear-end ",3," pickup ","W"," on sr. "," unk ",0,0,"V2 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,120,"SJ","R001.300","D","F","K","Z",2,2,"RO","H"," n/a ","W",2,1/12/1998,1400,926513465," speeding ","rain ","day","wet"," normal ","D"," rear-end ",3," car ","W"," on sr. "," unk ",0,2,"V1 right shoulder ","V3 right shoulder "," n/a  n/a "," n/a  n/a "," none  unk "," parked "," unk ",,,,
10,120,"SJ","R001.300","D","F","K","Z",2,2,"RO","H"," n/a ","W",2,1/12/1998,1400,926513465," speeding ","rain ","day","wet"," normal ","D"," rear-end ",3," pickup ","W"," on sr. "," unk ",0,0," n/a  n/a ","V2 right shoulder "," n/a  n/a "," n/a  n/a "," unk "," parked "," unk ",,,,
10,120,"SJ","R002.820","D","F","J","Z",2,2,"RO","H"," n/a ","E",4,1/14/1998,2145,926508175," speeding ","rain "," dark ","wet"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R002.820","D","F","J","Z",2,2,"RO","H"," n/a ","E",4,1/14/1998,2145,926508175," speeding ","rain "," dark ","wet"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R005.555","D","F","J","Z",2,2,"UI","R",3,"E",4,1/14/1998,2355,926513193," dui ","rain "," dark w/lights ","wet"," normal ","D"," hit obj. ",1," car ","S"," not on sr "," unk ",0,0," light or signal pole  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," other ","B unk ",1,1,,
10,120,"SJ","R000.630","D","F","K","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,504,926513711," other than driver ","clear"," dark "," unk "," obs. on rd. ","D"," hit obj. ",1," pickup ","W"," on sr. "," unk ",0,0," other obj. on rd.  left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R000.630","D","F","K","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,505,926513711," other than driver ","clear"," dark ","dry"," obs. on rd. ","D"," hit obj. ",2," pickup ","W"," on sr. "," unk ",0,0," other obj. on rd.  left lane ","V2 right shoulder "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R000.630","D","F","K","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,505,926513711," other than driver ","clear"," dark ","dry"," obs. on rd. ","D"," hit obj. ",2," pickup ","W"," on sr. "," unk ",0,0," n/a  n/a ","V1 right shoulder "," n/a  n/a "," n/a  n/a "," unk "," parked "," unk ",,,,
10,120,"SJ","R000.990","D","F","K","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,650,926510313," imp. turn ","clear","day","dry"," normal ","D"," rear-end ",2," car ","S"," on sr. "," unk ",0,2,"V2 right lane "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," speeding  unk "," change lanes ","A unk ",1,,1,
10,120,"SJ","R000.990","D","F","K","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,650,926510313," imp. turn ","clear","day","dry"," normal ","D"," rear-end ",2," emerg. veh. ","W"," on sr. "," unk ",0,1,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R002.050","D","F","J","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,500,926508175," other than driver ","clear"," dark ","dry"," obs. on rd. ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," other obj. on rd.  left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R002.050","D","F","J","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,501,926508175," other than driver ","clear"," dark ","dry"," obs. on rd. ","D"," hit obj. ",1," pickup ","W"," on sr. "," unk ",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R002.050","D","F","J","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,502,926513762," other than driver ","cloudy"," dark ","dry"," obs. on rd. ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R002.050","D","F","J","Z",2,2,"RO","H"," n/a ","W",4,2/4/1998,503,926513762," other than driver ","cloudy"," dark ","dry"," obs. on rd. ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R000.830","D","F","K","Z",2,2,"RO","H"," n/a ","W",6,2/6/1998,1500,926505841," speeding ","cloudy","day","wet"," normal ","D"," rollover ",1," car ","W"," on sr. "," unk ",0,0," roll-over beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," off road ","G unk ",1,1,,
10,120,"SJ","R002.350","D","F","J","Z",2,2,"RO","H"," n/a ","W",6,2/6/1998,2105,926513325," dui ","cloudy"," dark w/lights ","wet"," normal ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,1," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," cut slope, embankment  beyond shoulder drivers right "," n/a  n/a "," other viol.  unk "," off road ","B unk ",1,,1,
10,120,"SJ","R003.810","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,2/13/1998,1440,926513465," oth. viol. ","clear","day","dry"," normal ","D"," other ",2," semi w/trailer ","E"," on sr. "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",1,1,,
10,120,"SJ","R003.810","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,2/13/1998,1440,926513465," oth. viol. ","clear","day","dry"," normal ","D"," other ",2," pickup ","E"," on sr. "," unk ",0,0,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R003.810","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,2/13/1998,1440,926513465," oth. viol. ","clear","day","dry"," normal ","D"," other ",2," spilled load "," unk "," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk "," other "," unk ",,,,
10,120,"SJ","R006.160","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,3/17/1998,1625,926513338," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk "," slowing, stopping ","A unk ",1,1,,
10,120,"SJ","R006.160","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,3/17/1998,1625,926513338," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk "," slowing, stopping ","G unk ",,,,
10,120,"SJ","R006.260","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,3/17/1998,1624,926513338," oth. viol. ","clear","day","dry"," normal ","D"," rear-end ",3," semi w/trailer ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",1,1,,
10,120,"SJ","R006.260","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,3/17/1998,1624,926513338," oth. viol. ","clear","day","dry"," normal ","D"," rear-end ",3," semi ","E"," on sr. "," unk ",0,0,"V1 right lane "," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," tailgating  unk "," slowing, stopping ","A unk ",,,,
10,120,"SJ","R006.260","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,3/17/1998,1624,926513338," oth. viol. ","clear","day","dry"," normal ","D"," rear-end ",3," pickup ","E"," on sr. "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","G unk ",,,,
10,120,"SJ","R001.030","D","F","K","Z",2,2,"RO","H"," n/a ","W",7,3/21/1998,1205,926509277," other than driver ","cloudy","day","dry"," normal ","D"," rollover ",1," car ","W"," on sr. "," unk ",0,1," roll-over beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," off road ","A unk ",1,,1,
10,120,"SJ","R003.230","D","F","J","Z",2,2,"UO","H"," n/a ","W",3,3/24/1998,625,926509665," imp. turn ","cloudy","day","wet"," normal ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,0," trees  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," off road ","A unk ",1,1,,
10,120,"SJ","R003.020","D","F","J","Z",2,2,"UO","H"," n/a ","E",2,3/30/1998,1830,926513205," speeding ","cloudy","day","dry"," normal ","D"," hit obj. ",1," car ","E"," on sr. "," unk ",0,0," over embankment  beyond shoulder drivers right "," traffic sign/sign post  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," other  unk "," straight ","AI",1,1,,
10,120,"SJ","R005.870","D","F","J","Z",2,2,"UO","H"," n/a ","W",5,4/9/1998,1250,926512620," imp. turn ","clear","day","dry"," normal ","D"," hit obj. ",1," car ","W"," on sr. "," unk ",0,1," dike or curb  beyond shoulder drivers right "," roll-over beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," none  unk "," change lanes ","A unk ",1,,1,
10,120,"SJ","R003.620","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,4/22/1998,1600,926505841," imp. turn ","clear","day","dry"," normal ","D"," rollover ",1," pickup ","E"," on sr. "," unk ",0,1," roll-over beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," off road ","A unk ",1,,1,
10,120,"SJ","R003.280","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,4/24/1998,1850,926505841," imp. turn ","clear","day","dry"," normal ","D"," hit obj. ",1," pickup ","E"," on sr. "," unk ",0,2," traffic sign/sign post  beyond shoulder drivers right "," roll-over beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," speeding  unk "," off road ","AI",1,,1,
10,120,"SJ","R004.560","D","F","J","Z",2,2,"UI","H"," n/a ","E",4,4/29/1998,1430,926513325," other than driver ","clear","day","dry"," normal ","D"," other ",2," semi ","E"," on sr. "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R004.560","D","F","J","Z",2,2,"UI","H"," n/a ","E",4,4/29/1998,1430,926513325," other than driver ","clear","day","dry"," normal ","D"," other ",2," car ","E"," on sr. "," unk ",0,0,"V3 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R004.560","D","F","J","Z",2,2,"UI","H"," n/a ","E",4,4/29/1998,1430,926513325," other than driver ","clear","day","dry"," normal ","D"," other ",2," other non-veh. ","E"," on sr. "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk "," other "," unk ",,,,
10,120,"SJ","R001.600","D","F","J","Z",2,2,"RO","H"," n/a ","W",2,5/11/1998,1000,926513325," dui ","cloudy","day","dry"," normal ","D"," sideswipe ",2," pickup ","W"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R001.600","D","F","J","Z",2,2,"RO","H"," n/a ","W",2,5/11/1998,1000,926513325," dui ","cloudy","day","dry"," normal ","D"," sideswipe ",2," other veh. ","W"," on sr. "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," change lanes ","B unk ",,,,
10,120,"SJ","R005.567","D","F","J","Z",2,2,"UI","R",1,"W",2,5/18/1998,610,926509665," speeding ","clear","day","dry"," normal ","A"," rear-end ",2," motorcycle ","W"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," stopped ","A unk ",1,1,,
10,120,"SJ","R005.567","D","F","J","Z",2,2,"UI","R",1,"W",2,5/18/1998,610,926509665," speeding ","clear","day","dry"," normal ","A"," rear-end ",2," car ","W"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",,,,
10,120,"SJ","R003.910","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,6/3/1998,1500,926511351," imp. turn ","clear","day","dry"," normal ","D"," hit obj. ",1," car ","E"," on sr. "," unk ",0,0," call box  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," off road ","A unk ",1,1,,
10,120,"SJ","R003.010","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,6/17/1998,1640,926513582," oth. viol. ","clear","day","dry"," normal ","D"," sideswipe ",2," car ","E"," on sr. "," unk ",0,0,"V2 left lane "," traffic sign/sign post  other "," n/a  n/a "," n/a  n/a "," none  unk "," change lanes ","A unk ",1,1,,
10,120,"SJ","R003.010","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,6/17/1998,1640,926513582," oth. viol. ","clear","day","dry"," normal ","D"," sideswipe ",2," semi w/trailer ","E"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R004.300","D","F","J","Z",2,2,"UO","H"," n/a ","E",3,6/30/1998,1330,390300877," speeding ","clear","day","dry"," normal ","D"," rear-end ",3," car ","E"," on sr. "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,
10,120,"SJ","R004.300","D","F","J","Z",2,2,"UO","H"," n/a ","E",3,6/30/1998,1330,390300877," speeding ","clear","day","dry"," normal ","D"," rear-end ",3," pickup ","E"," on sr. "," unk ",0,2,"V1 left lane ","V3 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","A unk ",,,,
10,120,"SJ","R004.300","D","F","J","Z",2,2,"UO","H"," n/a ","E",3,6/30/1998,1330,390300877," speeding ","clear","day","dry"," normal ","D"," rear-end ",3," pickup ","E"," on sr. "," unk ",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","A unk ",,,,
10,120,"SJ","R006.170","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,6/30/1998,1621,926513205," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," pickup ","E"," on sr. "," unk ",0,1,"V2 right lane "," guardrail  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","A unk ",1,,1,
10,120,"SJ","R006.170","D","F","J","Z",2,2,"RO","H"," n/a ","E",3,6/30/1998,1621,926513205," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","A unk ",,,,
10,120,"SJ","R005.054","D","F","J","Z",2,2,"UO","R",1,"E",4,7/1/1998,1705,926513465," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R005.054","D","F","J","Z",2,2,"UO","R",1,"E",4,7/1/1998,1705,926513465," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," stopped ","A unk ",,,,
10,120,"SJ","R005.250","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,7/1/1998,1635,926513465," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," semi w/trailer ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R005.250","D","F","J","Z",2,2,"UO","H"," n/a ","E",4,7/1/1998,1635,926513465," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," pickup ","E"," on sr. "," unk ",0,0,"V1 right shoulder "," call box  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," parked "," unk ",,,,
10,120,"SJ","R004.110","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,7/10/1998,325,926513671," dui ","clear"," dark ","dry"," normal ","D"," rear-end ",2," emerg. veh. ","E"," on sr. "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R004.110","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,7/10/1998,325,926513671," dui ","clear"," dark ","dry"," normal ","D"," rear-end ",2," car ","E"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," straight ","B unk ",,,,
10,120,"SJ","R003.510","D","F","J","Z",2,2,"UO","H"," n/a ","W",5,7/30/1998,1145,926511892," imp. turn ","clear","day","dry"," normal ","D"," rear-end ",2," car ","W"," on sr. "," unk ",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,,1,
10,120,"SJ","R003.510","D","F","J","Z",2,2,"UO","H"," n/a ","W",5,7/30/1998,1145,926511892," imp. turn ","clear","day","dry"," normal ","D"," rear-end ",2," other veh. ","W"," on sr. "," unk ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R004.529","D","F","J","Z",2,2,"UI","R",2,"W",6,7/31/1998,30,926514296," imp. turn ","clear"," dark ","dry"," normal ","D"," rollover ",1," car ","W"," on sr. "," unk ",0,0," roll-over beyond median or stripe left "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R000.500","D","F","K","Z",2,2,"RO","H"," n/a ","E",6,8/7/1998,600,926510999," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," pickup ","E"," on sr. "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R000.500","D","F","K","Z",2,2,"RO","H"," n/a ","E",6,8/7/1998,600,926510999," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," pickup ","E"," on sr. "," unk ",0,0,"V1 left lane "," over embankment  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," speeding  unk "," merging from shoulder ","A unk ",,,,
10,120,"SJ","R005.240","D","F","J","Z",2,2,"UO","H"," n/a ","E",6,8/14/1998,145,926506807," imp. turn ","clear"," dark ","dry"," normal ","D"," hit obj. ",1," semi w/trailer ","E"," on sr. "," unk ",0,0," call box  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R005.410","D","F","J","Z",2,2,"UI","H"," n/a ","E",2,8/24/1998,1745,926513325," speeding ","clear","day","dry"," normal ","D"," other ",1," semi w/trailer ","E"," on sr. "," unk ",0,0," no obj. involved  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R001.880","D","F","J","Z",2,2,"RO","H"," n/a ","E",5,9/3/1998,5,926513603," oth. viol. ","clear"," dark ","dry"," normal ","A"," hit obj. ",2," ped ","W"," n/a "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," other viol.  unk ",5,"B unk ",1,1,,
10,120,"SJ","R001.880","D","F","J","Z",2,2,"RO","H"," n/a ","E",5,9/3/1998,5,926513603," oth. viol. ","clear"," dark ","dry"," normal ","A"," hit obj. ",2," car ","E"," on sr. "," unk ",0,0," median barrier  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,
10,120,"SJ","R005.320","D","F","J","Z",2,2,"UI","H"," n/a ","E",4,9/9/1998,1735,926511351," speeding ","clear","day","dry"," normal ","D"," other ",1," semi w/trailer ","E"," on sr. "," unk ",0,0," no obj. involved  right lane "," plants  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","A unk ",1,1,,
10,120,"SJ","R005.567","D","F","J","Z",2,2,"UI","R",2,"W",4,9/9/1998,1450,926507661," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","W"," on sr. "," unk ",0,2,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",1,,1,
10,120,"SJ","R005.567","D","F","J","Z",2,2,"UI","R",2,"W",4,9/9/1998,1450,926507661," speeding ","clear","day","dry"," normal ","D"," rear-end ",2," car ","W"," on sr. "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",,,,
10,120,"SJ","R002.790","D","F","J","Z",2,2,"RO","H"," n/a ","W",2,9/14/1998,640,926509277," imp. turn ","clear","day","dry"," normal ","D"," t-bone ",2," car ","W"," on sr. "," unk ",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," off road ","A unk ",1,,1,
