,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,120,"SJ","R003.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","fri",3/17/1995,445,926512723,"other viol.","clear","dark","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sat",3/18/1995,1927,926511561,"other viol.","clear","dark w/lights","dry","normal","no cont.","hit obj.",2,"car","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","change lanes "," no alcohol  unk ",1,,1,
10,120,"SJ","R003.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sat",3/18/1995,1927,926511561,"other viol.","clear","dark w/lights","dry","normal","no cont.","hit obj.",2,"car","W","on SR","unk",0,2," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",3/24/1995,745,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","passing"," unk  unk ",1,1,,
10,120,"SJ","R005.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",3/24/1995,745,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.023","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",3,"W","wed",3/29/1995,745,390300792,"other viol.","clear","day","dry","cons.","no cont.","roll-over",1,"motorcycle","S","not on SR","unk",0,0," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," right turn "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",4/12/1995,510,926510215,"other viol.","clear","dark","dry","normal","cont. works","sideswipe",2,"semi w/ 1 trailer","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","merging"," no alcohol  unk ",1,1,,
10,120,"SJ","R002.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",4/12/1995,510,926510215,"other viol.","clear","dark","dry","normal","cont. works","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"E","thu",4/13/1995,1300,926511055,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"E","thu",4/13/1995,1300,926511055,"speed","clear","day","dry","normal","no cont.","rear end",2,"semi","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R001.270","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","mon",4/17/1995,1620,926512806,"speed","cloudy","day","dry","normal","no cont.","roll-over",1,"pickup","E","on SR","unk",0,1," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," tailgating  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.150","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","tue",4/25/1995,1300,926509277,"imp. turn","clear","day","unk","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.150","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","tue",4/25/1995,1300,926509277,"imp. turn","clear","day","unk","normal","no cont.","rear end",2,"semi","W","on SR","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked"," unk  unk ",,,,
10,120,"SJ","R000.780","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","wed",4/26/1995,530,926509277,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," cut slope or embankment beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R006.500","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",4/26/1995,700,926508193,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 2 trailers","W","on SR","unk",0,0," guardrail  beyond shoulder driver's left "," rollover  right lane "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","wed",5/24/1995,2000,926513063,"speed","cloudy","dusk/dawn","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R004.515","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",2,"E","sat",6/3/1995,2030,926512806,"imp. turn","clear","dusk/dawn","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,1," median barrier  beyond shoulder driver's left "," rollover  left lane "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",6/24/1995,2158,390301367,"no yield","clear","dark w/lights","dry","normal","no cont.","t-bone",2,"car","S","not on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",6/24/1995,2158,390301367,"no yield","clear","dark w/lights","dry","normal","no cont.","t-bone",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," left turn "," no alcohol  unk ",,,,
10,120,"SJ","R003.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sun",7/16/1995,1425,926511351,"other viol.","clear","day","dry","holes, ruts","no cont.","other",2,"pickup","E","on SR","unk",0,1,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R003.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sun",7/16/1995,1425,926511351,"other viol.","clear","day","dry","holes, ruts","no cont.","other",2,"oth. veh","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," unk  unk ",,,,
10,120,"SJ","R003.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sun",7/16/1995,1425,926511351,"other viol.","clear","day","dry","holes, ruts","no cont.","other",2,"spilled load","<","on SR","unk",0,0,"V1 beyond median or stripe left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","other"," unk  unk ",,,,
10,120,"SJ","R005.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",7/19/1995,1630,926505841,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",7/19/1995,1650,926512806,"tailgating","clear","day","dry","normal","no cont.","rear end",2,"semi","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",7/19/1995,1650,926512806,"tailgating","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,1,"V1 right lane "," guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.350","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",8/5/1995,1800,926510076,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,2,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," unk  unk ",1,,1,
10,120,"SJ","R002.350","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",8/5/1995,1800,926510076,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",8/23/1995,1635,926505841,"other viol.","clear","day","dry","normal","cont. works","sideswipe",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",8/23/1995,1635,926505841,"other viol.","clear","day","dry","normal","cont. works","sideswipe",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","merging"," no alcohol  unk ",,,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",8/24/1995,1700,926513320,"other viol.","clear","day","dry","obj. on rd","no cont.","sideswipe",2,"oth. veh","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",8/24/1995,1700,926513320,"other viol.","clear","day","dry","obj. on rd","no cont.","sideswipe",2,"pickup","E","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",8/26/1995,1320,926511561,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 1 trailer","W","on SR","unk",0,0," dike or curb  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.550","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",8/26/1995,1321,926509729,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 1 trailer","E","on SR","unk",0,0," dike or curb  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.980","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",8/26/1995,1340,926512578,"speed","clear","day","dry","normal","cont. works","rear end",2,"pickup","W","on SR","unk",0,3,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk ","slowing, stopping"," no alcohol  unk ",1,,1,
10,120,"SJ","R001.980","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",8/26/1995,1340,926512578,"speed","clear","day","dry","normal","cont. works","rear end",2,"car","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.790","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",8/28/1995,655,926512306,"speed","clear","day","dry","cons.","cont. works","rear end",2,"pickup","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.790","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",8/28/1995,655,926512306,"speed","clear","day","dry","cons.","cont. works","rear end",2,"car","W","on SR","unk",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.023","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","wed",8/30/1995,2245,390300877,"alcohol","clear","dark","dry","normal","no cont.","rear end",3,"car","N","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," dui  unk ",1,,1,
10,120,"SJ","R005.023","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","wed",8/30/1995,2245,390300877,"alcohol","clear","dark","dry","normal","no cont.","rear end",3,"car","N","on SR","unk",0,1,"V1 right lane ","V3 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.023","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","wed",8/30/1995,2245,390300877,"alcohol","clear","dark","dry","normal","no cont.","rear end",3,"semi w/ 1 trailer","S","on SR","unk",0,1," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/7/1995,1725,926513122,"speed","clear","day","dry","normal","no cont.","rear end",4,"pickup","E","on SR","unk",0,1,"V2 left lane "," median barrier  beyond shoulder driver's left ","V3 left lane ","V2 left lane "," none  unk "," straight "," no alcohol  unk ",1,,,1
10,120,"SJ","R005.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/7/1995,1725,926513122,"speed","clear","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",1,0,"V1 left lane ","V1 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/7/1995,1725,926513122,"speed","clear","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,0," n/a  n/a ","V1 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.610","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/7/1995,1725,926513122,"speed","clear","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,0," n/a  n/a ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," unk  unk ","unk"," unk  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",9/16/1995,1515,390301383,"alcohol","clear","day","dry","normal","cont. works","t-bone",2,"pickup","E","on SR","unk",0,2,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," dui  unk ",1,,1,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",9/16/1995,1515,390301383,"alcohol","clear","day","dry","normal","cont. works","t-bone",2,"car","N","not on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.606","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","wed",9/20/1995,155,390300792,"alcohol","clear","dark","dry","normal","cont. works","hit obj.",1,"pickup","W","on SR","unk",1,0," over embankment  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," utility pole  beyond shoulder drivers right "," n/a  n/a "," speeding  unk "," ran off road "," dui  unk ",1,,,1
10,120,"SJ","R001.640","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",9/21/1995,1045,926513205,"other viol.","clear","day","dry","cons.","cont. works","sideswipe",2,"car","E","on SR","unk",0,0,"V2 other "," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," oth. viol.  unk ","passing"," no alcohol  unk ",1,1,,
10,120,"SJ","R001.640","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",9/21/1995,1045,926513205,"other viol.","clear","day","dry","cons.","cont. works","sideswipe",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","fri",9/22/1995,1345,926512315,"imp. turn","clear","day","dry","cons.","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," trees  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.370","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",9/23/1995,2100,926508175,"alcohol","clear","dark","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,1," wall  beyond shoulder drivers right "," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," dui  unk ",1,,1,
10,120,"SJ","R006.350","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","tue",9/26/1995,1625,926511561,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi","E","on SR","unk",0,1," side of bridge  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.280","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","sun",10/15/1995,405,926509693,"alcohol","clear","dark","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," traffic sign, signpost  beyond median or stripe left "," over embankment  beyond median or stripe left "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," dui  unk ",1,1,,
10,120,"SJ","R001.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",10/17/1995,1810,926513122,"speed","clear","day","dry","cons.","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R001.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",10/17/1995,1810,926513122,"speed","clear","day","dry","cons.","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sat",10/21/1995,815,926509665,"other viol.","clear","day","dry","normal","no cont.","roll-over",1,"pickup w/ trailer","E","on SR","unk",0,0," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.960","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",10/27/1995,1711,926513320,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,2," dike or curb  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," imp. turn  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.130","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","sun",10/29/1995,930,926512306,"sleep","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  driver fatigue ",1,1,,
10,120,"SJ","R001.130","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","sun",10/29/1995,930,926512306,"sleep","clear","day","dry","normal","no cont.","rear end",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," unk  unk ",,,,
10,120,"SJ","R002.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","mon",10/30/1995,2205,926509277,"imp. turn","clear","dark","dry","normal","no cont.","roll-over",1,"car","E","on SR","unk",0,1," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.960","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",10/31/1995,1645,926512227,"other viol.","clear","dusk/dawn","dry","normal","cont. works","rear end",4,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk ","change lanes "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.960","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",10/31/1995,1645,926512227,"other viol.","clear","dusk/dawn","dry","normal","cont. works","rear end",4,"pickup","E","on SR","unk",0,2,"V1 right lane "," over embankment  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R005.960","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",10/31/1995,1645,926512227,"other viol.","clear","dusk/dawn","dry","normal","cont. works","rear end",4,"car","E","on SR","unk",0,1," n/a  n/a ","V4 right shoulder "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.960","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",10/31/1995,1645,926512227,"other viol.","clear","dusk/dawn","dry","normal","cont. works","rear end",4,"car","E","on SR","unk",0,0," n/a  n/a ","V3 right shoulder "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.720","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",11/1/1995,400,926513152,"sleep","cloudy","dark","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,0," traffic sign, signpost  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," unk  driver fatigue ",1,1,,
10,120,"SJ","R006.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",11/10/1995,1900,926513385,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V2 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk ","merge from shoulder"," no alcohol  unk ",1,1,,
10,120,"SJ","R006.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",11/10/1995,1900,926513385,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","<","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",2,"E","sun",11/12/1995,1230,926509361,"imp. turn","clear","day","dry","normal","no cont.","roll-over",1,"car","E","on SR","unk",0,1," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.555","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",2,"E","fri",11/17/1995,1545,926513338,"imp. turn","clear","day","dry","normal","no cont.","roll-over",1,"pickup","E","on SR","unk",0,1," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.290","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",11/22/1995,1740,926511335,"speed","clear","dark","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.290","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",11/22/1995,1740,926511335,"speed","clear","dark","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R006.290","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",11/22/1995,1740,926511335,"speed","clear","dark","dry","normal","no cont.","rear end",3,"pickup","E","on SR","unk",0,1," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R001.320","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",12/1/1995,1235,926510313,"other viol.","clear","day","dry","normal","no cont.","other",2,"car","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.320","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",12/1/1995,1235,926510313,"other viol.","clear","day","dry","normal","no cont.","other",2,"car","W","on SR","unk",0,0," no obj. inv.  beyond shoulder driver's left "," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",,,,
