,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R020.610","D","F","J","Z",3,3,"UO","H"," n/a ","S","sat",7/15/2000,1940,926513205," other than driver ","clear","day ","dry","normal","none","other",1,"animal","unk"," n/a ","unk",0,0,"V1 n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","unk","unk",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"car","S","on SR","unk",0,0,"V1 int. lanes ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0," n/a  n/a ","V2 int. lanes ","V4 int. lanes "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"car","S","on SR","unk",0,0," n/a  n/a ","V3 int. lanes ","V5 int. lanes "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0," n/a  n/a ","V4 int. lanes ","V6 int. lanes "," n/a  n/a "," speed  stop & go traffic "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0," n/a  n/a ","V5 int. lanes ","V7 int. lanes "," n/a  n/a "," speed  stop & go traffic "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0," n/a  n/a ","V6 int. lanes ","V8 int. lanes "," n/a  n/a "," speed  stop & go traffic "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",7/17/2000,435,926612942," speeding ","clear","dark w/lights","dry","normal","none","rearend",8,"pickup","S","on SR","unk",0,0," n/a  n/a ","V7 int. lanes "," n/a  n/a "," n/a  n/a "," speed  stop & go traffic "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.950","D","F","K","Z",3,3,"UI","H"," n/a ","N","mon",7/17/2000,730,926512432," other viol. ","clear","day ","dry","normal","none","sideswipe",3,"pickup","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," merging ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.950","D","F","K","Z",3,3,"UI","H"," n/a ","N","mon",7/17/2000,730,926512432," other viol. ","clear","day ","dry","normal","none","sideswipe",3,"car","N","on SR","unk",0,0,"V3 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.950","D","F","K","Z",3,3,"UI","H"," n/a ","N","mon",7/17/2000,730,926512432," other viol. ","clear","day ","dry","normal","none","sideswipe",3,"car","N","on SR","unk",0,1,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.520","D","F","K","Z",3,3,"UI","H"," n/a ","S","tue",7/18/2000,1203,926509277," other viol. ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.520","D","F","K","Z",3,3,"UI","H"," n/a ","S","tue",7/18/2000,1203,926509277," other viol. ","clear","day ","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R022.400","D","F","J","Z",3,3,"UO","H"," n/a ","N","thu",7/20/2000,1550,926513205," tailgating ","clear","day ","dry","normal","none","rearend",2,"pickup","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R022.400","D","F","J","Z",3,3,"UO","H"," n/a ","N","thu",7/20/2000,1550,926513205," tailgating ","clear","day ","dry","normal","none","rearend",2,"pickup","N","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.110","D","F","J","Z",5,4,"UI","H"," n/a ","S","sat",7/22/2000,1220,926612723," speeding ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," other obj. on rd.  int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.580","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",7/22/2000,1320,926512818," other viol. ","clear","day ","dry","normal","none","other",4,"semi w/2 trailers","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," def. veh.  unk "," straight "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.580","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",7/22/2000,1320,926512818," other viol. ","clear","day ","dry","normal","none","other",4,"semi w/1 trailer","N","on SR","unk",0,0,"V5 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.580","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",7/22/2000,1320,926512818," other viol. ","clear","day ","dry","normal","none","other",4,"pickup","N","on SR","unk",0,0," n/a  n/a ","V5 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.580","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",7/22/2000,1320,926512818," other viol. ","clear","day ","dry","normal","none","other",4,"car","N","on SR","unk",0,0," n/a  n/a ","V5 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.380","D","F","K","Z",3,3,"UI","H"," n/a ","S","wed",7/26/2000,155,926514633," dui ","clear","dark","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,2," dike or curb  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," fence  beyond shoulder driver's right "," n/a  n/a "," imp. turn  unk "," straight ","dui unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R014.360","D","F","J","Z",4,4,"UI","H"," n/a ","N","wed",7/26/2000,620,926613217," speeding ","clear","day ","dry","constr.","cont. works","rearend",2,"car","N","on SR","unk",0,3,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," lane change ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R014.360","D","F","J","Z",4,4,"UI","H"," n/a ","N","wed",7/26/2000,620,926613217," speeding ","clear","day ","dry","constr.","cont. works","rearend",2,"pickup","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.530","D","F","Q","G",3,4,"UI","H"," n/a ","S","wed",7/26/2000,655,926509693," speeding ","clear","day ","dry","normal","none","rearend",2,"car","W","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.530","D","F","Q","G",3,4,"UI","H"," n/a ","S","wed",7/26/2000,655,926509693," speeding ","clear","day ","dry","normal","none","rearend",2,"car","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.614","D","F","J","Z",3,3,"UO","R",4,"S","fri",7/28/2000,705,926513444," no yield ","clear","day ","dry","normal","cont. works","t-bone",2,"pickup","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R021.614","D","F","J","Z",3,3,"UO","R",4,"S","fri",7/28/2000,705,926513444," no yield ","clear","day ","dry","normal","cont. works","t-bone",2,"pickup","E","not on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.720","D","F","J","Z",4,3,"RO","H"," n/a ","S","mon",7/31/2000,520,926612723," speeding ","clear","dark","dry","normal","none","rearend",3,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.720","D","F","J","Z",4,3,"RO","H"," n/a ","S","mon",7/31/2000,520,926612723," speeding ","clear","dark","dry","normal","none","rearend",3,"pickup","S","on SR","unk",0,0,"V1 int. lanes ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.720","D","F","J","Z",4,3,"RO","H"," n/a ","S","mon",7/31/2000,520,926612723," speeding ","clear","dark","dry","normal","none","rearend",3,"car","S","on SR","unk",0,0," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.810","D","F","J","Z",3,3,"UO","H"," n/a ","S","mon",7/31/2000,900,926513967," imp turn ","clear","day ","dry","normal","none","sideswipe",2,"car","unk","on SR","unk",0,0,"V2 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked","unk",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.810","D","F","J","Z",3,3,"UO","H"," n/a ","S","mon",7/31/2000,900,926513967," imp turn ","clear","day ","dry","normal","none","sideswipe",2,"other veh.","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.450","D","F","J","Z",4,4,"UI","H"," n/a ","S","wed",8/2/2000,1405,926613539," other viol. ","clear","day ","dry","normal","none","other",2,"semi w/1 trailer","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.450","D","F","J","Z",4,4,"UI","H"," n/a ","S","wed",8/2/2000,1405,926613539," other viol. ","clear","day ","dry","normal","none","other",2,"car","S","on SR","unk",0,0,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.310","D","F","J","Z",5,5,"UI","H"," n/a ","N","wed",8/2/2000,1925,926613539," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"car","N","on SR","unk",0,0," non-traffic sign  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," other ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.960","D","F","J","Z",5,5,"UI","H"," n/a ","S","sat",8/5/2000,1045,926609104," tailgating ","clear","day ","dry","normal","none","rearend",3,"car","S","on SR","unk",0,1," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.960","D","F","J","Z",5,5,"UI","H"," n/a ","S","sat",8/5/2000,1045,926609104," tailgating ","clear","day ","dry","normal","none","rearend",3,"car","S","on SR","unk",0,0,"V3 int. lanes ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.960","D","F","J","Z",5,5,"UI","H"," n/a ","S","sat",8/5/2000,1045,926609104," tailgating ","clear","day ","dry","normal","none","rearend",3,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.980","D","F","J","Z",5,3,"RO","H"," n/a ","S","sat",8/5/2000,1530,926612942," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.980","D","F","J","Z",5,3,"RO","H"," n/a ","S","sat",8/5/2000,1530,926612942," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.270","D","F","K","Z",3,3,"UI","H"," n/a ","N","sun",8/6/2000,2035,926513205," other viol. ","clear","dark w/lights","dry","normal","none","hit obj.",2,"car","N","on SR","unk",0,1," over embankment  beyond shoulder driver's right "," fence  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.270","D","F","K","Z",3,3,"UI","H"," n/a ","N","sun",8/6/2000,2035,926513205," other viol. ","clear","dark w/lights","dry","normal","none","hit obj.",2,"car","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.850","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",8/8/2000,1120,926509693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"pickup","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R020.850","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",8/8/2000,1120,926509693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.080","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",8/12/2000,1630,926513839," speeding ","clear","day ","dry","obs. on rd","none","hit obj.",1,"car","N","on SR","unk",0,0," other obj. on rd.  left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.220","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",8/12/2000,1631,926513960," dui ","clear","day ","dry","normal","none","rearend",2,"pickup","N","on SR","unk",0,1,"V2 left shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.220","D","F","K","Z",3,3,"UI","H"," n/a ","N","sat",8/12/2000,1631,926513960," dui ","clear","day ","dry","normal","none","rearend",2,"car","N","on SR","unk",0,0,"V1 left shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speed  unk "," slowing, stopping ","dui unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.261","D","F","J","N",3,3,"UI","R",4,"S","sun",8/13/2000,1054,390004623," other viol. ","clear","day ","dry","normal","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unf. w/rd"," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.261","D","F","J","N",3,3,"UI","R",4,"S","sun",8/13/2000,1054,390004623," other viol. ","clear","day ","dry","normal","cont. works","sideswipe",2,"semi w/1 trailer","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," left turn ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.370","D","F","J","Z",3,3,"UO","H"," n/a ","S","tue",8/15/2000,1850,926514292," other viol. ","clear","day ","unk","normal","none","sideswipe",3,"semi w/1 trailer","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R021.370","D","F","J","Z",3,3,"UO","H"," n/a ","S","tue",8/15/2000,1850,926514292," other viol. ","clear","day ","unk","normal","none","sideswipe",3,"car","S","on SR","unk",0,0,"V1 right lane ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.370","D","F","J","Z",3,3,"UO","H"," n/a ","S","tue",8/15/2000,1850,926514292," other viol. ","clear","day ","unk","normal","none","sideswipe",3,"car","S","on SR","unk",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",8/17/2000,430,926610714," imp turn ","clear","dark","dry","normal","none","sideswipe",4,"other veh.","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",8/17/2000,430,926610714," imp turn ","clear","dark","dry","normal","none","sideswipe",4,"car","S","on SR","unk",0,0,"V1 int. lanes ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",8/17/2000,430,926610714," imp turn ","clear","dark","dry","normal","none","sideswipe",4,"car","S","on SR","unk",0,0," n/a  n/a ","V2 int. lanes ","V4 int. lanes "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",8/17/2000,430,926610714," imp turn ","clear","dark","dry","normal","none","sideswipe",4,"car","S","on SR","unk",0,0," n/a  n/a ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.080","D","F","Q","G",5,3,"UI","H"," n/a ","S","thu",8/17/2000,440,926612723," speeding ","clear","dark","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.080","D","F","Q","G",5,3,"UI","H"," n/a ","S","thu",8/17/2000,440,926612723," speeding ","clear","dark","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,1,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.620","D","F","J","Z",3,3,"RO","H"," n/a ","N","fri",8/18/2000,1315,926613905," other viol. ","clear","day ","dry","normal","none","t-bone",3,"other veh.","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.620","D","F","J","Z",3,3,"RO","H"," n/a ","N","fri",8/18/2000,1315,926613905," other viol. ","clear","day ","dry","normal","none","t-bone",3,"car","N","on SR","unk",0,0,"V3 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.620","D","F","J","Z",3,3,"RO","H"," n/a ","N","fri",8/18/2000,1315,926613905," other viol. ","clear","day ","dry","normal","none","t-bone",3,"pickup","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.338","D","F","J","Z",4,4,"UI","R",2,"S","fri",8/18/2000,1913,926513839," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"semi","W","on SR","unk",0,0," bridge approach guardrail  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," legal drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.910","D","F","Q","G",5,5,"UI","H"," n/a ","S","sun",8/20/2000,1530,926612942," speeding ","clear","day ","dry","normal","none","rearend",3,"car","S","on SR","unk",0,1," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.910","D","F","Q","G",5,5,"UI","H"," n/a ","S","sun",8/20/2000,1530,926612942," speeding ","clear","day ","dry","normal","none","rearend",3,"pickup","S","on SR","unk",0,0,"V3 right lane ","V1 right lane "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
